0,1,1
1,1,1
2,1,1
3,1,1
4,1,1
5,1,1
6,1,1
7,1,1
8,1,1
9,1,1
10,2,1
11,2,1
12,2,1
13,2,1
14,2,1
15,2,1
16,2,1
17,2,1
18,2,1
19,2,1
20,4,2
21,4,2
22,4,2
23,3,1
24,3,1
25,3,1
26,4,2
27,4,2
28,4,2
29,3,1
30,4,2
31,4,2
32,4,2
33,6,2
34,4,2
35,6,2
36,6,2
37,6,2
38,5,2
39,6,2
40,8,3
41,6,2
42,8,3
43,7,3
44,7,3
45,8,3
46,7,3
47,6,2
48,5,2
49,8,3
50,7,3
51,6,2
52,8,3
53,8,3
54,7,3
55,10,3
56,8,3
57,10,3
58,8,3
59,10,3
60,10,3
61,10,3
62,7,3
63,8,3
64,8,3
65,10,3
66,8,3
67,9,3
68,8,3
69,10,3
70,11,4
71,11,4
72,8,3
73,9,3
74,13,4
75,14,4
76,10,3
77,14,4
78,11,4
79,9,3
80,10,3
81,10,3
82,13,4
83,9,3
84,14,4
85,12,4
86,9,3
87,13,4
88,12,4
89,15,5
90,10,3
91,10,3
92,15,5
93,10,3
94,15,5
95,10,3
96,17,5
97,17,5
98,15,5
99,17,5
100,18,5
101,18,5
102,17,5
103,15,5
104,18,5
105,20,6
106,12,4
107,17,5
108,12,4
109,12,4
110,15,5
111,12,4
112,18,5
113,22,6
114,17,5
115,21,6
116,21,6
117,19,5
118,19,5
119,21,6
120,15,5
121,23,6
122,17,5
123,23,6
124,16,5
125,16,5
126,24,6
127,19,5
128,21,6
129,13,4
130,18,5
131,22,6
132,18,5
133,22,6
134,14,4
135,21,6
136,25,6
137,25,6
138,25,6
139,17,5
140,25,6
141,21,6
142,22,6
143,27,7
144,25,6
145,19,5
146,28,7
147,26,7
148,19,5
149,18,5
150,29,7
151,24,6
152,23,6
153,20,6
154,26,7
155,18,5
156,21,6
157,18,5
158,20,6
159,26,7
160,19,5
161,32,7
162,32,7
163,17,5
164,18,5
165,25,6
166,29,7
167,27,7
168,25,6
169,25,6
170,19,5
171,26,7
172,27,7
173,34,8
174,32,7
175,24,6
176,34,8
177,32,7
178,18,5
179,22,6
180,32,7
181,32,7
182,27,7
183,21,6
184,20,6
185,35,8
186,27,7
187,27,7
188,30,7
189,22,6
190,27,7
191,29,7
192,24,6
193,35,8
194,26,7
195,24,6
196,27,7
197,28,7
198,20,6
199,27,7
200,37,8
201,36,8
202,35,8
203,32,7
204,27,7
205,31,7
206,23,6
207,32,7
208,21,6
209,31,7
210,35,8
211,34,8
212,39,9
213,27,7
214,30,7
215,28,7
216,35,8
217,31,7
218,41,9
219,27,7
220,30,7
221,39,9
222,24,6
223,37,8
224,44,9
225,26,7
226,39,9
227,40,9
228,27,7
229,42,9
230,31,7
231,30,7
232,39,9
233,40,9
234,34,8
235,27,7
236,44,9
237,41,9
238,29,7
239,34,8
240,28,7
241,47,10
242,40,9
243,47,10
244,45,9
245,38,8
246,35,8
247,42,9
248,44,9
249,36,8
250,37,8
251,31,7
252,44,9
253,40,9
254,43,9
255,30,7
256,46,9
257,29,7
258,42,9
259,42,9
260,27,7
261,51,10
262,48,10
263,46,9
264,45,9
265,47,10
266,47,10
267,40,9
268,38,8
269,47,10
270,44,9
271,43,9
272,44,9
273,50,10
274,47,10
275,31,7
276,52,10
277,45,9
278,36,8
279,36,8
280,37,8
281,33,8
282,38,8
283,55,11
284,34,8
285,31,7
286,47,10
287,43,9
288,32,7
289,52,10
290,55,11
291,51,10
292,45,9
293,50,10
294,31,7
295,48,10
296,42,9
297,35,8
298,48,10
299,34,8
300,50,10
301,55,11
302,51,10
303,59,11
304,33,8
305,51,10
306,53,10
307,40,9
308,35,8
309,37,8
310,34,8
311,39,9
312,52,10
313,49,10
314,36,8
315,40,9
316,44,9
317,32,7
318,53,10
319,54,10
320,51,10
321,55,11
322,47,10
323,50,10
324,35,8
325,53,10
326,56,11
327,64,12
328,54,10
329,37,8
330,55,11
331,35,8
332,53,10
333,43,9
334,66,12
335,34,8
336,55,11
337,34,8
338,47,10
339,43,9
340,45,9
341,36,8
342,40,9
343,63,12
344,65,12
345,61,11
346,42,9
347,67,12
348,36,8
349,45,9
350,64,12
351,41,9
352,68,12
353,62,11
354,51,10
355,42,9
356,61,11
357,58,11
358,39,9
359,62,11
360,39,9
361,71,12
362,53,10
363,72,13
364,51,10
365,72,13
366,71,12
367,49,10
368,61,11
369,46,9
370,72,13
371,61,11
372,62,11
373,65,12
374,46,9
375,42,9
376,61,11
377,41,9
378,51,10
379,49,10
380,47,10
381,49,10
382,39,9
383,71,12
384,71,12
385,51,10
386,49,10
387,60,11
388,53,10
389,39,9
390,44,9
391,53,10
392,50,10
393,76,13
394,55,11
395,56,11
396,61,11
397,71,12
398,61,11
399,75,13
400,61,11
401,64,12
402,53,10
403,61,11
404,74,13
405,62,11
406,62,11
407,44,9
408,49,10
409,59,11
410,81,13
411,53,10
412,74,13
413,43,9
414,77,13
415,43,9
416,57,11
417,74,13
418,44,9
419,45,9
420,57,11
421,78,13
422,61,11
423,69,12
424,73,13
425,77,13
426,59,11
427,47,10
428,84,14
429,53,10
430,75,13
431,56,11
432,73,13
433,58,11
434,64,12
435,55,11
436,63,12
437,77,13
438,66,12
439,78,13
440,62,11
441,87,14
442,55,11
443,82,14
444,60,11
445,46,9
446,73,13
447,82,14
448,49,10
449,79,13
450,66,12
451,86,14
452,83,14
453,68,12
454,46,9
455,49,10
456,66,12
457,51,10
458,49,10
459,72,13
460,53,10
461,80,13
462,62,11
463,70,12
464,50,10
465,61,11
466,92,15
467,86,14
468,63,12
469,52,10
470,70,12
471,59,11
472,49,10
473,51,10
474,76,13
475,66,12
476,93,15
477,55,11
478,65,12
479,66,12
480,55,11
481,73,13
482,68,12
483,71,12
484,54,10
485,79,13
486,75,13
487,65,12
488,68,12
489,59,11
490,57,11
491,63,12
492,68,12
493,76,13
494,58,11
495,85,14
496,86,14
497,88,14
498,87,14
499,91,14
